condition,timepoint,subj,bold,roi
stim,16,pc08,-0.002718787315499872,IFS
stim,16,pc10,-0.012229106032818307,IFS
stim,16,pc11,-0.030633627550745664,IFS
stim,16,pc12,-0.034023113019128755,IFS
stim,16,pc13,-0.0659392304029276,IFS
stim,16,pc14,-0.02681178209962643,IFS
stim,16,pc15,-0.002925603317812159,IFS
stim,16,pc16,0.014300699118841461,IFS
stim,16,pc17,-0.06450958840492471,IFS
stim,16,pc18,-0.036739438388238614,IFS
stim,16,pc19,-0.0030570150062869585,IFS
stim,16,pc22,-0.020795275293384284,IFS
stim,16,pc23,-0.05946202186430975,IFS
stim,16,pc24,0.01408546273047894,IFS
stim,17,pc07,-0.03932226561150223,IFS
stim,17,pc08,-0.0156858610106712,IFS
stim,17,pc10,-0.018582319809601063,IFS
stim,17,pc11,-0.04907848755023692,IFS
stim,17,pc12,-0.014400446097873327,IFS
stim,17,pc13,-0.0625056570923522,IFS
stim,17,pc14,-0.029920708961227657,IFS
stim,17,pc15,0.038575190820776845,IFS
stim,17,pc16,0.0012118114133718265,IFS
stim,17,pc17,-0.042657390488267964,IFS
stim,17,pc18,-0.03009928200852616,IFS
stim,17,pc19,-0.0045711626210729,IFS
stim,17,pc22,-0.025345201288014707,IFS
stim,17,pc23,-0.06013436178282126,IFS
stim,17,pc24,0.02349398066477639,IFS
stim,18,pc07,-0.04842973853220929,IFS
stim,18,pc08,-0.035852428488813676,IFS
stim,18,pc10,-0.01444080541733144,IFS
stim,18,pc11,-0.05847097846917047,IFS
stim,18,pc12,-0.010920416336805964,IFS
stim,18,pc13,-0.06326311350553679,IFS
stim,18,pc14,-0.031012561254801837,IFS
stim,18,pc15,0.046499718507879276,IFS
stim,18,pc16,-0.019634012601979018,IFS
stim,18,pc17,-0.011114437076104976,IFS
stim,18,pc18,-0.009959339866817817,IFS
stim,18,pc19,-0.00892838562081945,IFS
stim,18,pc22,-0.030784465837431788,IFS
stim,18,pc23,-0.06233234458618048,IFS
stim,18,pc24,0.024425369406590784,IFS
stim,19,pc07,-0.05650632788624357,IFS
stim,19,pc08,-0.050355737159753444,IFS
stim,19,pc10,-0.0055567701309031416,IFS
stim,19,pc11,-0.05958726147452136,IFS
stim,19,pc12,-0.021589809169124036,IFS
stim,19,pc13,-0.06843383464494215,IFS
stim,19,pc14,-0.027739433809702476,IFS
stim,19,pc15,0.01886505846840117,IFS
stim,19,pc16,-0.033997186892041904,IFS
stim,19,pc17,0.017414404746915118,IFS
stim,19,pc18,0.01283824524416237,IFS
stim,19,pc19,-0.016262421048113224,IFS
stim,19,pc22,-0.03444183799731827,IFS
stim,19,pc23,-0.0641651249316996,IFS
stim,19,pc24,0.017598722929213127,IFS
stim,20,pc07,-0.057039411526841596,IFS
stim,20,pc08,-0.051722119695415694,IFS
stim,20,pc10,0.0031880023510962477,IFS
stim,20,pc11,-0.051414698493210786,IFS
stim,20,pc12,-0.037087190118985855,IFS
stim,20,pc13,-0.06603634202675164,IFS
stim,20,pc14,-0.016905531697332124,IFS
stim,20,pc15,-0.007082670790860744,IFS
stim,20,pc16,-0.034442861616658084,IFS
stim,20,pc17,0.03349270482196706,IFS
stim,20,pc18,0.027467407884096948,IFS
stim,20,pc19,-0.02453050952393812,IFS
stim,20,pc22,-0.03386836591653583,IFS
stim,20,pc23,-0.05751100611453797,IFS
stim,20,pc24,0.008458082609649645,IFS
stim,21,pc07,-0.03563439886043701,IFS
stim,21,pc08,-0.03815577735942236,IFS
stim,21,pc10,0.00600282604779548,IFS
stim,21,pc11,-0.032561651726972535,IFS
stim,21,pc12,-0.043767070782835496,IFS
stim,21,pc13,-0.0615804992375502,IFS
stim,21,pc14,-0.004626807385641344,IFS
stim,21,pc15,-0.021199531256137643,IFS
stim,21,pc16,-0.020676321095505146,IFS
stim,21,pc17,0.03722582918184951,IFS
stim,21,pc18,0.04367236481827931,IFS
stim,21,pc19,-0.028013141251759185,IFS
stim,21,pc22,-0.01580831380520991,IFS
stim,21,pc23,-0.03608309680016588,IFS
stim,21,pc24,0.005027423448806148,IFS
stim,22,pc07,-0.003228552344292447,IFS
stim,22,pc08,-0.01686294643918294,IFS
stim,22,pc10,-0.0016637722639701383,IFS
stim,22,pc11,-0.007309358435022917,IFS
stim,22,pc12,-0.03694437365371861,IFS
stim,22,pc13,-0.04934077255925079,IFS
stim,22,pc14,0.0005435856074121354,IFS
stim,22,pc15,-0.018835366060674832,IFS
stim,22,pc16,-0.00918837672699616,IFS
stim,22,pc17,0.03630025997319518,IFS
stim,22,pc18,0.053370435946752864,IFS
stim,22,pc19,-0.027457729872102734,IFS
stim,22,pc22,0.0036868015513518843,IFS
stim,22,pc23,-0.022475092238415907,IFS
stim,22,pc24,0.007045860879231258,IFS
error,-1,pc07,-0.013408459085899832,IFS
error,-1,pc08,0.004162202505661154,IFS
error,-1,pc10,-0.0047439568859017674,IFS
error,-1,pc11,-0.02077042159069551,IFS
error,-1,pc12,0.045875042354679554,IFS
error,-1,pc13,-0.06169468706248196,IFS
error,-1,pc14,-0.04458394280983939,IFS
error,-1,pc15,0.015902856506925453,IFS
error,-1,pc16,-0.0011336201522146594,IFS
error,-1,pc17,-0.04246481136266743,IFS
error,-1,pc18,0.022925985822353584,IFS
error,-1,pc19,-0.006927188667602689,IFS
error,-1,pc22,-0.020999592034845686,IFS
error,-1,pc23,-0.03884838870168141,IFS
error,-1,pc24,0.06453011518470404,IFS
error,0,pc07,-0.018352403863305167,IFS
error,0,pc08,-0.02480240675787299,IFS
error,0,pc10,0.00343901223958565,IFS
error,0,pc11,-0.017189894234251372,IFS
error,0,pc12,0.04756765636675188,IFS
error,0,pc13,-0.08074781458888836,IFS
error,0,pc14,-0.06152707915855521,IFS
error,0,pc15,0.008955776679115426,IFS
error,0,pc16,-0.01809911315303272,IFS
error,0,pc17,-0.056475185520445566,IFS
error,0,pc18,0.02184026213498496,IFS
error,0,pc19,-0.02675218012385403,IFS
error,0,pc22,-0.01790914592640785,IFS
error,0,pc23,-0.026663384990168883,IFS
error,0,pc24,0.051862356811171594,IFS
error,1,pc07,-0.00279443970756957,IFS
error,1,pc08,-0.05242554312950411,IFS
error,1,pc10,-0.003393364694236638,IFS
error,1,pc11,-0.01949128039978317,IFS
error,1,pc12,0.047250899893262456,IFS
error,1,pc13,-0.09374797408904931,IFS
error,1,pc14,-0.08271901677493103,IFS
error,1,pc15,0.029255702611650305,IFS
error,1,pc16,-0.028127476702878303,IFS
error,1,pc17,-0.07544906994290841,IFS
error,1,pc18,0.023652161498840578,IFS
error,1,pc19,-0.027430215526635333,IFS
error,1,pc22,-0.019221555481444427,IFS
error,1,pc23,0.003512560474303924,IFS
error,1,pc24,0.01970482274131646,IFS
error,2,pc07,0.036805943341990374,IFS
error,2,pc08,-0.045942855981577865,IFS
error,2,pc10,-0.009027140675496115,IFS
error,2,pc11,-0.020027496540506177,IFS
error,2,pc12,0.01866031567737789,IFS
error,2,pc13,-0.0635784200039527,IFS
error,2,pc14,-0.09078963106358351,IFS
error,2,pc15,0.051540847584691254,IFS
error,2,pc16,-0.027624903894473328,IFS
error,2,pc17,-0.09090559811469105,IFS
error,2,pc18,0.03952281405559007,IFS
error,2,pc19,-0.01768394841820997,IFS
error,2,pc22,-0.043299574366247616,IFS
error,2,pc23,0.04800421786222961,IFS
error,2,pc24,0.02349429833198123,IFS
error,3,pc07,0.08163093249763821,IFS
error,3,pc08,0.021404786010062498,IFS
error,3,pc10,-0.00685304238668871,IFS
error,3,pc11,0.00411093968500127,IFS
error,3,pc12,-0.028730754975262125,IFS
error,3,pc13,0.06424693297653854,IFS
error,3,pc14,-0.0454404453935474,IFS
error,3,pc15,0.07078567520140641,IFS
error,3,pc16,-0.013267190248905936,IFS
error,3,pc17,-0.0806766307693468,IFS
error,3,pc18,0.06293347246476903,IFS
error,3,pc19,-0.02938364382143875,IFS
error,3,pc22,-0.05675176933331555,IFS
error,3,pc23,0.09985865519531206,IFS
error,3,pc24,0.08650445671081788,IFS
error,4,pc07,0.10803025110784645,IFS
error,4,pc08,0.15939836965545628,IFS
error,4,pc10,-0.001861495638941302,IFS
error,4,pc11,0.06867733306838338,IFS
error,4,pc12,-0.03178118433104502,IFS
error,4,pc13,0.26927557630527765,IFS
error,4,pc14,0.06536035462315246,IFS
error,4,pc15,0.09750718212427462,IFS
error,4,pc16,0.01319707438645259,IFS
error,4,pc17,-0.03342405816417241,IFS
error,4,pc18,0.10957541238677268,IFS
error,4,pc19,-0.06233434680667363,IFS
error,4,pc22,-0.015527819952293548,IFS
error,4,pc23,0.15121036295727885,IFS
error,4,pc24,0.18040362980654778,IFS
error,5,pc07,0.08769161624624489,IFS
error,5,pc08,0.30563764570020685,IFS
error,5,pc10,0.007080189756943527,IFS
error,5,pc11,0.1512365209433132,IFS
error,5,pc12,0.03936934185435383,IFS
error,5,pc13,0.4645180030144337,IFS
error,5,pc14,0.20080130545676877,IFS
error,5,pc15,0.1369541325868731,IFS
error,5,pc16,0.0739766109474107,IFS
error,5,pc17,0.03970635551329623,IFS
error,5,pc18,0.1655729328564189,IFS
error,5,pc19,-0.061659261452070555,IFS
error,5,pc22,0.08954410414782762,IFS
error,5,pc23,0.18748222356218375,IFS
error,5,pc24,0.26486395180924394,IFS
error,6,pc07,0.027559952198860815,IFS
error,6,pc08,0.37038472085667073,IFS
error,6,pc10,0.009471315192817154,IFS
error,6,pc11,0.20551763340586696,IFS
error,6,pc12,0.1519379490994366,IFS
error,6,pc13,0.5339435252458232,IFS
error,6,pc14,0.28836405906027074,IFS
error,6,pc15,0.16883666227153568,IFS
error,6,pc16,0.1591734838514017,IFS
error,6,pc17,0.1097388861452731,IFS
error,6,pc18,0.19993749726045085,IFS
error,6,pc19,-0.012258548706609397,IFS
error,6,pc22,0.17106263687296439,IFS
error,6,pc23,0.1890976449898946,IFS
error,6,pc24,0.29034356827092234,IFS
error,7,pc07,-0.0076597096369278445,IFS
error,7,pc08,0.30419620028551453,IFS
error,7,pc10,-0.001461749427514667,IFS
error,7,pc11,0.19886807430630318,IFS
error,7,pc12,0.24383805269603764,IFS
error,7,pc13,0.42361842192405524,IFS
error,7,pc14,0.28168145411775036,IFS
error,7,pc15,0.15163340664062447,IFS
error,7,pc16,0.23635160605334504,IFS
error,7,pc17,0.14792762334418855,IFS
error,7,pc18,0.17595433121832446,IFS
error,7,pc19,0.031803991289807335,IFS
error,7,pc22,0.15281286336168992,IFS
error,7,pc23,0.14582728169349463,IFS
error,7,pc24,0.22857743721240437,IFS
error,8,pc07,0.014939723206387822,IFS
error,8,pc08,0.1486235970439177,IFS
error,8,pc10,-0.009844055479295764,IFS
error,8,pc11,0.1386978357211305,IFS
error,8,pc12,0.26346491844309594,IFS
error,8,pc13,0.20088791195874295,IFS
error,8,pc14,0.19066361453264902,IFS
error,8,pc15,0.07804673931690188,IFS
error,8,pc16,0.26241262251880826,IFS
error,8,pc17,0.1504246342578865,IFS
error,8,pc18,0.10388040045952121,IFS
error,8,pc19,0.03769656974090636,IFS
error,8,pc22,0.06843637879809063,IFS
error,8,pc23,0.08707895734999788,IFS
error,8,pc24,0.11718492806520966,IFS
error,9,pc07,0.04458276704904251,IFS
error,9,pc08,-0.022157223808075714,IFS
error,9,pc10,-0.0027192820891575563,IFS
error,9,pc11,0.06481387956173112,IFS
error,9,pc12,0.21385739317005054,IFS
error,9,pc13,-0.003176758475301796,IFS
error,9,pc14,0.06956992624977418,IFS
error,9,pc15,-0.01486359522027586,IFS
error,9,pc16,0.22624573044624113,IFS
error,9,pc17,0.1281857239050466,IFS
error,9,pc18,0.007486514763007074,IFS
error,9,pc19,0.017300351803970507,IFS
error,9,pc22,-0.003895297186662719,IFS
error,9,pc23,0.03625558526837331,IFS
error,9,pc24,-0.0005734847001070548,IFS
error,10,pc07,0.020585710368593677,IFS
error,10,pc08,-0.1420743065269577,IFS
error,10,pc10,0.009324795291082898,IFS
error,10,pc11,0.012544237496587937,IFS
error,10,pc12,0.12737869923435477,IFS
error,10,pc13,-0.11152486569075053,IFS
error,10,pc14,-0.0318384166953853,IFS
error,10,pc15,-0.09213442565777964,IFS
error,10,pc16,0.13922378068519817,IFS
error,10,pc17,0.09823509993907587,IFS
error,10,pc18,-0.06259316076060323,IFS
error,10,pc19,0.01745436331586681,IFS
error,10,pc22,-0.04026536264283072,IFS
error,10,pc23,0.0110059204229431,IFS
error,10,pc24,-0.09587881894953601,IFS
error,11,pc07,-0.048824708433164145,IFS
error,11,pc08,-0.19007273103663136,IFS
error,11,pc10,0.00910622138073502,IFS
error,11,pc11,-0.01218579190922109,IFS
error,11,pc12,0.04387268394448224,IFS
error,11,pc13,-0.11661280236133048,IFS
error,11,pc14,-0.08259831779687513,IFS
error,11,pc15,-0.13398231998175264,IFS
error,11,pc16,0.06842155499777709,IFS
error,11,pc17,0.07115732227154176,IFS
error,11,pc18,-0.08675096958275927,IFS
error,11,pc19,0.015995359179807107,IFS
error,11,pc22,-0.020393732061327705,IFS
error,11,pc23,0.003880455734068665,IFS
error,11,pc24,-0.15750172137981572,IFS
error,12,pc07,-0.08533246891524321,IFS
error,12,pc08,-0.16549740821318057,IFS
error,12,pc10,0.0020277616835215,IFS
error,12,pc11,-0.01680185308893655,IFS
error,12,pc12,-0.018305834845493665,IFS
error,12,pc13,-0.07534808656921775,IFS
error,12,pc14,-0.08527849989813352,IFS
error,12,pc15,-0.1875772724749423,IFS
error,12,pc16,0.03834782869113082,IFS
error,12,pc17,0.028788406962385108,IFS
error,12,pc18,-0.07702522154986503,IFS
error,12,pc19,0.01873255756764191,IFS
error,12,pc22,-0.01199064625388737,IFS
error,12,pc23,0.003887016949445654,IFS
error,12,pc24,-0.18362841661632118,IFS
error,13,pc07,-0.05278648622741219,IFS
error,13,pc08,-0.11442746348612415,IFS
error,13,pc10,-0.007176257371920031,IFS
error,13,pc11,-0.001595633615113421,IFS
error,13,pc12,-0.06888749611820288,IFS
error,13,pc13,-0.03422776649151304,IFS
error,13,pc14,-0.09826760983673329,IFS
error,13,pc15,-0.15108187702391856,IFS
error,13,pc16,0.043342214770707016,IFS
error,13,pc17,-0.007139639439746706,IFS
error,13,pc18,-0.07612813356097359,IFS
error,13,pc19,0.031001646758725018,IFS
error,13,pc22,0.05838822466258421,IFS
error,13,pc23,0.01465326182996373,IFS
error,13,pc24,-0.13295547618392772,IFS
error,14,pc07,-0.02875202384394234,IFS
error,14,pc08,-0.06540480044657782,IFS
error,14,pc10,-0.002814558047926293,IFS
error,14,pc11,0.010147660994521421,IFS
error,14,pc12,-0.1125758854065969,IFS
error,14,pc13,-0.046192786765367706,IFS
error,14,pc14,-0.10093785661594379,IFS
error,14,pc15,-0.11498812596192892,IFS
error,14,pc16,0.032623086575682685,IFS
error,14,pc17,-0.056271942204894676,IFS
error,14,pc18,-0.06883483266298428,IFS
error,14,pc19,0.05760044376001443,IFS
error,14,pc22,0.10785965741783651,IFS
error,14,pc23,0.02062318337702715,IFS
error,14,pc24,-0.0470912769729315,IFS
error,15,pc07,-0.04508349867145702,IFS
error,15,pc08,-0.03449320259914982,IFS
error,15,pc10,0.01026169312258388,IFS
error,15,pc11,0.010138512235327121,IFS
error,15,pc12,-0.13086877606589023,IFS
error,15,pc13,-0.08375615488148803,IFS
error,15,pc14,-0.10471789752556798,IFS
error,15,pc15,-0.07509994370787107,IFS
error,15,pc16,0.024386001396251286,IFS
error,15,pc17,-0.09444112967492722,IFS
error,15,pc18,-0.05781785500822226,IFS
error,15,pc19,0.058928307520014774,IFS
error,15,pc22,0.12541738745240166,IFS
error,15,pc23,0.008958547681968694,IFS
error,15,pc24,0.02799520481589545,IFS
error,16,pc07,-0.059541538069821646,IFS
error,16,pc08,-0.0227325904665342,IFS
error,16,pc10,0.013607070648485826,IFS
error,16,pc11,-0.0010331989823898651,IFS
error,16,pc12,-0.12206186015489451,IFS
error,16,pc13,-0.10138746762592665,IFS
error,16,pc14,-0.08946749759954924,IFS
error,16,pc15,-0.029869455021221448,IFS
error,16,pc16,0.020107931293129176,IFS
error,16,pc17,-0.11169485949628921,IFS
error,16,pc18,-0.042354487607038804,IFS
error,16,pc19,0.028677554813534317,IFS
error,16,pc22,0.09355123177142002,IFS
error,16,pc23,-0.002891545880631667,IFS
error,16,pc24,0.07861631912820403,IFS
error,17,pc07,-0.025616349331164395,IFS
error,17,pc08,-0.017368494942874225,IFS
error,17,pc10,0.006273519555447115,IFS
error,17,pc11,-0.0343578304392369,IFS
error,17,pc12,-0.09621172126984982,IFS
error,17,pc13,-0.08686364166873396,IFS
error,17,pc14,-0.06515950569601392,IFS
error,17,pc15,0.008150564657448026,IFS
error,17,pc16,0.019828592100271266,IFS
error,17,pc17,-0.10196762311821195,IFS
error,17,pc18,-0.03401413209916302,IFS
error,17,pc19,-0.008618040061862725,IFS
error,17,pc22,0.041658090500532846,IFS
error,17,pc23,-0.015443187337993516,IFS
error,17,pc24,0.10470712929719402,IFS
error,18,pc07,-0.00010962906984742245,IFS
error,18,pc08,-0.026837395315435372,IFS
error,18,pc10,-0.0018207962566188325,IFS
error,18,pc11,-0.0591318939730821,IFS
error,18,pc12,-0.08120200728629015,IFS
error,18,pc13,-0.06727093162717429,IFS
error,18,pc14,-0.031423503644651685,IFS
error,18,pc15,0.030510099320567793,IFS
error,18,pc16,0.004946241194331521,IFS
error,18,pc17,-0.07478609768620526,IFS
error,18,pc18,-0.03165731275278988,IFS
error,18,pc19,-0.03216692617665464,IFS
error,18,pc22,-0.0076262718316074,IFS
error,18,pc23,0.0005329473505349888,IFS
error,18,pc24,0.08830544908596848,IFS
error,19,pc07,-0.009199193804865247,IFS
error,19,pc08,-0.05935015758692042,IFS
error,19,pc10,0.005798279182930132,IFS
error,19,pc11,-0.0728827058319392,IFS
error,19,pc12,-0.07203999302246936,IFS
error,19,pc13,-0.07020700293182283,IFS
error,19,pc14,-0.0056827226102746506,IFS
error,19,pc15,0.02358749128834862,IFS
error,19,pc16,-0.04774326906123923,IFS
error,19,pc17,-0.04058784635981676,IFS
error,19,pc18,-0.02779235828689315,IFS
error,19,pc19,-0.03191928060914577,IFS
error,19,pc22,-0.056624519954060586,IFS
error,19,pc23,0.011172152085868796,IFS
error,19,pc24,0.054918342337816534,IFS
error,20,pc07,-0.03483777286742675,IFS
error,20,pc08,-0.08600371194529291,IFS
error,20,pc10,0.03378988430869843,IFS
error,20,pc11,-0.060053156913324454,IFS
error,20,pc12,-0.05690934094765366,IFS
error,20,pc13,-0.0839217503711791,IFS
error,20,pc14,0.011229904853253855,IFS
error,20,pc15,-0.0009461090546520126,IFS
error,20,pc16,-0.11856781455076638,IFS
error,20,pc17,-0.018527486549719304,IFS
error,20,pc18,-0.02314443408180995,IFS
error,20,pc19,-0.013878403619669088,IFS
error,20,pc22,-0.11759234763038269,IFS
error,20,pc23,0.03342564939794056,IFS
error,20,pc24,0.014408767523060771,IFS
error,21,pc07,-0.03955234795421439,IFS
error,21,pc08,-0.09240520265271865,IFS
error,21,pc10,0.06122815843849641,IFS
error,21,pc11,-0.04232680262295197,IFS
error,21,pc12,-0.04117074638969549,IFS
error,21,pc13,-0.0847553452252566,IFS
error,21,pc14,0.015460484010833081,IFS
error,21,pc15,-0.013292623601264951,IFS
error,21,pc16,-0.15404828951241023,IFS
error,21,pc17,-0.020335426291532305,IFS
error,21,pc18,-0.019248264545285203,IFS
error,21,pc19,0.003908558053761585,IFS
error,21,pc22,-0.1321283294393871,IFS
error,21,pc23,0.04529443099049499,IFS
error,21,pc24,-0.018613735157357054,IFS
error,22,pc07,-0.055522569498965994,IFS
error,22,pc08,-0.0828626687051979,IFS
error,22,pc10,0.055638343257849866,IFS
error,22,pc11,-0.043706538352983756,IFS
error,22,pc12,-0.03330192695540289,IFS
error,22,pc13,-0.06849201367516586,IFS
error,22,pc14,0.0034444410994309733,IFS
error,22,pc15,0.001018540685948558,IFS
error,22,pc16,-0.14814980293883998,IFS
error,22,pc17,-0.03824307293338394,IFS
error,22,pc18,-0.006466490391926808,IFS
error,22,pc19,0.012276514492805195,IFS
error,22,pc22,-0.08722164676475544,IFS
error,22,pc23,0.04019708313814964,IFS
error,22,pc24,-0.030238236734623544,IFS
cue,-1,pc07,-0.003387893325085909,IPS
cue,-1,pc08,-0.03983054097734617,IPS
cue,-1,pc10,0.00792445316470412,IPS
cue,-1,pc11,0.014745288754913679,IPS
cue,-1,pc12,-0.021057051078544168,IPS
cue,-1,pc13,-0.041906122638220744,IPS
cue,-1,pc14,0.0031327976730983823,IPS
cue,-1,pc15,0.033481697652864156,IPS
cue,-1,pc16,-0.049984365374431,IPS
cue,-1,pc17,-0.00961256042903303,IPS
cue,-1,pc18,-0.03154680491767806,IPS
cue,-1,pc19,-0.021600887839898664,IPS
cue,-1,pc22,-0.046690652755445816,IPS
cue,-1,pc23,-0.0019160523585178661,IPS
cue,-1,pc24,-0.021481131681950212,IPS
cue,0,pc07,-0.0068992347809226275,IPS
cue,0,pc08,-0.05770550850779789,IPS
cue,0,pc10,0.012688123841930425,IPS
cue,0,pc11,0.006142328101407116,IPS
cue,0,pc12,-0.021160150056648338,IPS
cue,0,pc13,-0.04595618601986681,IPS
cue,0,pc14,0.004315206737961957,IPS
cue,0,pc15,0.021449556770393546,IPS
cue,0,pc16,-0.06353743906094023,IPS
cue,0,pc17,-0.015460331531068496,IPS
cue,0,pc18,-0.028992576555567078,IPS
cue,0,pc19,-0.03142955208844844,IPS
cue,0,pc22,-0.05189575091650424,IPS
cue,0,pc23,-0.014796893334434976,IPS
cue,0,pc24,-0.018393733949422418,IPS
cue,1,pc07,0.00030032269497486976,IPS
cue,1,pc08,-0.0709318988340816,IPS
cue,1,pc10,0.009104088927415703,IPS
cue,1,pc11,0.001066072786317888,IPS
cue,1,pc12,-0.021506350736820976,IPS
cue,1,pc13,-0.037429456203257536,IPS
cue,1,pc14,0.010085838262475628,IPS
cue,1,pc15,-0.004283503211031379,IPS
cue,1,pc16,-0.07413183656280017,IPS
cue,1,pc17,-0.022675187405484548,IPS
cue,1,pc18,-0.027914575721384387,IPS
cue,1,pc19,-0.03873245107091182,IPS
cue,1,pc22,-0.05891950612880193,IPS
cue,1,pc23,-0.025904224624763203,IPS
cue,1,pc24,-0.025184002269934717,IPS
cue,2,pc07,0.03321955432704417,IPS
cue,2,pc08,-0.052212934781634954,IPS
cue,2,pc10,-0.0008031875804077552,IPS
cue,2,pc11,0.019590678967594095,IPS
cue,2,pc12,-0.013869412300185919,IPS
cue,2,pc13,0.02176235364332625,IPS
cue,2,pc14,0.025402583943148378,IPS
cue,2,pc15,-0.02292444874328034,IPS
cue,2,pc16,-0.07660859000407741,IPS
cue,2,pc17,-0.02156871716724583,IPS
cue,2,pc18,-0.009779187687451849,IPS
cue,2,pc19,-0.026117711982194175,IPS
cue,2,pc22,-0.05484647309762149,IPS
cue,2,pc23,-0.009485104106832544,IPS
cue,2,pc24,-0.029329591983228896,IPS
cue,3,pc07,0.08504010878261811,IPS
cue,3,pc08,0.03300264783235665,IPS
cue,3,pc10,-0.006260031435338754,IPS
cue,3,pc11,0.04942813040082992,IPS
cue,3,pc12,0.014796207784498338,IPS
cue,3,pc13,0.129606378288766,IPS
cue,3,pc14,0.0465185591802614,IPS
cue,3,pc15,-0.009296221596068473,IPS
cue,3,pc16,-0.0713861989093802,IPS
cue,3,pc17,-0.0008228869715830598,IPS
cue,3,pc18,0.029297950075841385,IPS
cue,3,pc19,0.0020683005827432533,IPS
cue,3,pc22,-0.03215853895278906,IPS
cue,3,pc23,0.030269742656087797,IPS
cue,3,pc24,0.0007478637340930057,IPS
cue,4,pc07,0.11532113824975637,IPS
cue,4,pc08,0.149241782690221,IPS
cue,4,pc10,-0.0035653550158890115,IPS
cue,4,pc11,0.04846387217150894,IPS
cue,4,pc12,0.05821861149624935,IPS
cue,4,pc13,0.21311712457089688,IPS
cue,4,pc14,0.05154145642430331,IPS
cue,4,pc15,0.0222709335503149,IPS
cue,4,pc16,-0.04634744920931555,IPS
cue,4,pc17,0.031201163430835684,IPS
cue,4,pc18,0.06118767496925008,IPS
cue,4,pc19,0.03410876122330949,IPS
cue,4,pc22,0.00801326082815498,IPS
cue,4,pc23,0.05819803964398308,IPS
cue,4,pc24,0.053691841596911975,IPS
cue,5,pc07,0.10204389231773628,IPS
cue,5,pc08,0.21573522927081035,IPS
cue,5,pc10,0.000626988342405121,IPS
cue,5,pc11,0.007215638014848397,IPS
cue,5,pc12,0.0889036017517426,IPS
cue,5,pc13,0.18605337709936262,IPS
cue,5,pc14,0.028699675456190045,IPS
cue,5,pc15,0.038145336855838506,IPS
cue,5,pc16,-0.008158450411049062,IPS
cue,5,pc17,0.0471362245382321,IPS
cue,5,pc18,0.05584730959842885,IPS
cue,5,pc19,0.037891668087563064,IPS
cue,5,pc22,0.04261313008836379,IPS
cue,5,pc23,0.047576637131003505,IPS
cue,5,pc24,0.08102674417777299,IPS
cue,6,pc07,0.0637987867697817,IPS
cue,6,pc08,0.1815329240069291,IPS
cue,6,pc10,0.0012955600542862095,IPS
cue,6,pc11,-0.0468407445774743,IPS
cue,6,pc12,0.08499961873454401,IPS
cue,6,pc13,0.049384458905717854,IPS
cue,6,pc14,-0.009096555114761314,IPS
cue,6,pc15,0.02064940061226005,IPS
cue,6,pc16,0.023385340025462553,IPS
cue,6,pc17,0.035339957493267016,IPS
cue,6,pc18,0.01730868441113935,IPS
cue,6,pc19,0.006208238135208006,IPS
cue,6,pc22,0.05398855650721812,IPS
cue,6,pc23,0.014915045961386323,IPS
cue,6,pc24,0.05722201441324305,IPS
cue,7,pc07,0.025388883034115108,IPS
cue,7,pc08,0.06564442019858965,IPS
cue,7,pc10,-0.0013361432634888789,IPS
cue,7,pc11,-0.07811171794088081,IPS
cue,7,pc12,0.041474959955922715,IPS
cue,7,pc13,-0.10822232829087697,IPS
cue,7,pc14,-0.04234924121461124,IPS
cue,7,pc15,-0.019874703048343434,IPS
cue,7,pc16,0.030374543163065575,IPS
cue,7,pc17,0.005262279835445699,IPS
cue,7,pc18,-0.023481938162275073,IPS
cue,7,pc19,-0.039477242765974585,IPS
cue,7,pc22,0.03689243183310155,IPS
cue,7,pc23,-0.010310669750285424,IPS
cue,7,pc24,0.0033241514349989006,IPS
cue,8,pc07,-0.0027384359222748776,IPS
cue,8,pc08,-0.0657555651726699,IPS
cue,8,pc10,-0.00781326017784693,IPS
cue,8,pc11,-0.07741264852991189,IPS
cue,8,pc12,-0.01693874347961442,IPS
cue,8,pc13,-0.18124090877876495,IPS
cue,8,pc14,-0.05707261387050621,IPS
cue,8,pc15,-0.056233739376031266,IPS
cue,8,pc16,0.018398452624827692,IPS
cue,8,pc17,-0.023400494438592274,IPS
cue,8,pc18,-0.03984111962905287,IPS
cue,8,pc19,-0.0661645494001731,IPS
cue,8,pc22,0.005470157629695734,IPS
cue,8,pc23,-0.017422936044224648,IPS
cue,8,pc24,-0.048435173118469496,IPS
cue,9,pc07,-0.02004365329492467,IPS
cue,9,pc08,-0.15292913148399384,IPS
cue,9,pc10,-0.011250304096721155,IPS
cue,9,pc11,-0.05390253427401577,IPS
cue,9,pc12,-0.06593507218927569,IPS
cue,9,pc13,-0.1492992676419506,IPS
cue,9,pc14,-0.05675663118954694,IPS
cue,9,pc15,-0.06924808104638162,IPS
cue,9,pc16,-0.0001590375367069019,IPS
cue,9,pc17,-0.03966369584330845,IPS
cue,9,pc18,-0.029546394276263432,IPS
cue,9,pc19,-0.0677246043773301,IPS
cue,9,pc22,-0.02674440282023289,IPS
cue,9,pc23,-0.017397307980462608,IPS
cue,9,pc24,-0.07507945052065731,IPS
cue,10,pc07,-0.03269883243185893,IPS
cue,10,pc08,-0.17645250841048804,IPS
cue,10,pc10,-0.0084214849511653,IPS
